Entity,Code,Date,total_vaccinations
Vermont,,2021-02-28,162558
Vermont,,2021-03-01,168050
Vermont,,2021-03-02,171557
Vermont,,2021-03-03,173179
Vermont,,2021-03-04,175767
Vermont,,2021-03-05,179580
Vermont,,2021-03-06,184327
Vermont,,2021-03-07,191529
Vermont,,2021-03-08,198741
Vermont,,2021-03-09,203900
Vermont,,2021-03-10,207110
Vermont,,2021-03-11,212062
Veterans Health,,2021-01-12,226754
Veterans Health,,2021-01-13,254377
Veterans Health,,2021-01-14,284697
Veterans Health,,2021-01-15,317771
Veterans Health,,2021-01-19,416209
Veterans Health,,2021-01-20,432569
Veterans Health,,2021-01-21,527258
Veterans Health,,2021-01-22,579663
Veterans Health,,2021-01-23,623590
Veterans Health,,2021-01-24,664245
Veterans Health,,2021-01-25,702779
Veterans Health,,2021-01-26,703351
Veterans Health,,2021-01-27,746109
Veterans Health,,2021-01-28,792348
Veterans Health,,2021-01-29,841497
Veterans Health,,2021-01-30,888305
Veterans Health,,2021-01-31,932278
Veterans Health,,2021-02-01,963346
Veterans Health,,2021-02-02,973371
Veterans Health,,2021-02-03,1013974
Veterans Health,,2021-02-04,1026173
Veterans Health,,2021-02-05,1078011
Veterans Health,,2021-02-06,1130808
Veterans Health,,2021-02-07,1220300
Veterans Health,,2021-02-08,1258957
Veterans Health,,2021-02-09,1268553
Veterans Health,,2021-02-10,1322833
Veterans Health,,2021-02-11,1377358
Veterans Health,,2021-02-12,1439337
Veterans Health,,2021-02-13,1502661
Veterans Health,,2021-02-14,1600830
Veterans Health,,2021-02-16,1692702
Veterans Health,,2021-02-17,1720294
Veterans Health,,2021-02-18,1773677
Veterans Health,,2021-02-19,1815046
Veterans Health,,2021-02-20,1862965
Veterans Health,,2021-02-21,1911289
Veterans Health,,2021-02-22,1957142
Veterans Health,,2021-02-23,2002806
Veterans Health,,2021-02-24,2035752
Veterans Health,,2021-02-25,2077586
Veterans Health,,2021-02-26,2118065
Veterans Health,,2021-02-27,2238548
Veterans Health,,2021-02-28,2303674
Veterans Health,,2021-03-01,2356446
Veterans Health,,2021-03-02,2372611
Veterans Health,,2021-03-03,2420189
Veterans Health,,2021-03-04,2476015
Veterans Health,,2021-03-05,2535768
Veterans Health,,2021-03-06,2597371
Veterans Health,,2021-03-07,2658215
Veterans Health,,2021-03-08,2708426
Veterans Health,,2021-03-09,2718748
Veterans Health,,2021-03-10,2775356
Veterans Health,,2021-03-11,2844311
Virgin Islands,,2021-01-12,880
Virgin Islands,,2021-01-13,1195
Virgin Islands,,2021-01-14,1424
Virgin Islands,,2021-01-15,1631
Virgin Islands,,2021-01-19,2135
Virgin Islands,,2021-01-20,2418
Virgin Islands,,2021-01-21,2744
Virgin Islands,,2021-01-22,3070
Virgin Islands,,2021-01-23,3355
Virgin Islands,,2021-01-24,3378
Virgin Islands,,2021-01-25,3399
Virgin Islands,,2021-01-26,3747
Virgin Islands,,2021-01-27,4174
Virgin Islands,,2021-01-28,4620
Virgin Islands,,2021-01-29,5256
Virgin Islands,,2021-01-30,5967
Virgin Islands,,2021-01-31,6008
Virgin Islands,,2021-02-01,6116
Virgin Islands,,2021-02-02,6709
Virgin Islands,,2021-02-03,7387
Virgin Islands,,2021-02-04,8212
Virgin Islands,,2021-02-05,8884
Virgin Islands,,2021-02-06,9466
Virgin Islands,,2021-02-07,9477
Virgin Islands,,2021-02-08,9529
Virgin Islands,,2021-02-09,10064
Virgin Islands,,2021-02-10,10718
Virgin Islands,,2021-02-11,11168
Virgin Islands,,2021-02-12,11691
Virgin Islands,,2021-02-13,12182
Virgin Islands,,2021-02-14,12288
Virgin Islands,,2021-02-16,12418
Virgin Islands,,2021-02-17,13162
Virgin Islands,,2021-02-18,13648
Virgin Islands,,2021-02-19,14851
Virgin Islands,,2021-02-20,15826
Virgin Islands,,2021-02-21,16123
Virgin Islands,,2021-02-22,16187
Virgin Islands,,2021-02-23,16893
Virgin Islands,,2021-02-24,17447
Virgin Islands,,2021-02-25,17778
Virgin Islands,,2021-02-26,18684
Virgin Islands,,2021-02-27,19118
Virgin Islands,,2021-02-28,19369
Virgin Islands,,2021-03-01,19470
Virgin Islands,,2021-03-02,19736
Virgin Islands,,2021-03-03,20149
Virgin Islands,,2021-03-04,21615
Virgin Islands,,2021-03-05,22365
Virgin Islands,,2021-03-06,23014
Virgin Islands,,2021-03-07,23033
Virgin Islands,,2021-03-08,23053
Virgin Islands,,2021-03-09,23752
Virgin Islands,,2021-03-10,24615
Virgin Islands,,2021-03-11,25361
Virginia,,2021-01-12,190607
Virginia,,2021-01-13,217836
Virginia,,2021-01-14,217836
Virginia,,2021-01-15,244234
Virginia,,2021-01-19,326894
Virginia,,2021-01-20,343366
Virginia,,2021-01-21,362092
Virginia,,2021-01-22,401448
Virginia,,2021-01-23,429297
Virginia,,2021-01-24,451668
Virginia,,2021-01-25,482973
Virginia,,2021-01-26,594828
Virginia,,2021-01-27,629019
Virginia,,2021-01-28,668401
Virginia,,2021-01-29,724768
Virginia,,2021-01-30,785920
Virginia,,2021-01-31,833221
Virginia,,2021-02-01,870820
Virginia,,2021-02-02,901213
Virginia,,2021-02-03,922940
Virginia,,2021-02-04,949066
Virginia,,2021-02-05,993848
Virginia,,2021-02-06,1052577
Virginia,,2021-02-07,1103370
Virginia,,2021-02-08,1135639
Virginia,,2021-02-09,1161590
Virginia,,2021-02-10,1187340
Virginia,,2021-02-11,1223199
Virginia,,2021-02-12,1274838
Virginia,,2021-02-13,1330305
Virginia,,2021-02-14,1355231
Virginia,,2021-02-16,1431501
Virginia,,2021-02-17,1460103
Virginia,,2021-02-18,1503786
Virginia,,2021-02-19,1645485
Virginia,,2021-02-20,1671217
Virginia,,2021-02-21,1705294
Virginia,,2021-02-22,1735451
Virginia,,2021-02-23,1765927
Virginia,,2021-02-24,1803505
Virginia,,2021-02-25,1848774
Virginia,,2021-02-26,1922788
Virginia,,2021-02-27,2002734
Virginia,,2021-02-28,2086194
Virginia,,2021-03-01,2136926
Virginia,,2021-03-02,2171427
Virginia,,2021-03-03,2220648
Virginia,,2021-03-04,2284452
Virginia,,2021-03-05,2342449
Virginia,,2021-03-06,2392680
Virginia,,2021-03-07,2445932
Virginia,,2021-03-08,2486429
Virginia,,2021-03-09,2553714
Virginia,,2021-03-10,2616782
Virginia,,2021-03-11,2685399
Washington,,2021-01-12,195567
Washington,,2021-01-13,208238
Washington,,2021-01-14,225238
Washington,,2021-01-15,242606
Washington,,2021-01-19,321200
Washington,,2021-01-20,346765
Washington,,2021-01-21,373423
Washington,,2021-01-22,403135
Washington,,2021-01-23,436997
Washington,,2021-01-24,449385
Washington,,2021-01-25,488785
Washington,,2021-01-26,507610
Washington,,2021-01-27,534445
Washington,,2021-01-28,571135
Washington,,2021-01-29,607071
Washington,,2021-01-30,643951
Washington,,2021-01-31,684344
Washington,,2021-02-01,720603
Washington,,2021-02-02,741769
Washington,,2021-02-03,765954
Washington,,2021-02-04,797358
Washington,,2021-02-05,827944
Washington,,2021-02-06,867773
Washington,,2021-02-07,905118
Washington,,2021-02-08,937926
Washington,,2021-02-09,951204
Washington,,2021-02-10,1008946
Washington,,2021-02-11,1040044
Washington,,2021-02-12,1080510
Washington,,2021-02-13,1121779
Washington,,2021-02-14,1166471
Washington,,2021-02-16,1201284
Washington,,2021-02-17,1225920
Washington,,2021-02-18,1255764
Washington,,2021-02-19,1362197
Washington,,2021-02-20,1407229
Washington,,2021-02-21,1444507
Washington,,2021-02-22,1479352
Washington,,2021-02-23,1493572
Washington,,2021-02-24,1514416
Washington,,2021-02-25,1562425
Washington,,2021-02-26,1609190
Washington,,2021-02-27,1666839
Washington,,2021-02-28,1729208
Washington,,2021-03-01,1800030
Washington,,2021-03-02,1841160
Washington,,2021-03-03,1888198
Washington,,2021-03-04,1942877
Washington,,2021-03-05,2001032
Washington,,2021-03-06,2071467
Washington,,2021-03-07,2143916
Washington,,2021-03-08,2213284
Washington,,2021-03-09,2255182
Washington,,2021-03-10,2303420
Washington,,2021-03-11,2381471
West Virginia,,2021-01-12,103330
West Virginia,,2021-01-13,110709
West Virginia,,2021-01-14,118660
West Virginia,,2021-01-15,134207
West Virginia,,2021-01-19,152657
West Virginia,,2021-01-20,158621
West Virginia,,2021-01-21,167548
West Virginia,,2021-01-22,180762
West Virginia,,2021-01-23,194844
West Virginia,,2021-01-24,202883
West Virginia,,2021-01-25,203992
West Virginia,,2021-01-26,210492
West Virginia,,2021-01-27,214926
West Virginia,,2021-01-28,224604
West Virginia,,2021-01-29,239963
West Virginia,,2021-01-30,256401
West Virginia,,2021-01-31,259774
West Virginia,,2021-02-01,260325
West Virginia,,2021-02-02,264205
West Virginia,,2021-02-03,268065
West Virginia,,2021-02-04,276753
West Virginia,,2021-02-05,291819
West Virginia,,2021-02-06,314870
West Virginia,,2021-02-07,322046
West Virginia,,2021-02-08,323387
West Virginia,,2021-02-09,327414
West Virginia,,2021-02-10,332577
West Virginia,,2021-02-11,340780
West Virginia,,2021-02-12,351427
West Virginia,,2021-02-13,376113
West Virginia,,2021-02-14,386583
West Virginia,,2021-02-16,393643
West Virginia,,2021-02-17,396009
West Virginia,,2021-02-18,403532
West Virginia,,2021-02-19,440614
West Virginia,,2021-02-20,458087
West Virginia,,2021-02-21,463513
West Virginia,,2021-02-22,465593
West Virginia,,2021-02-23,470643
West Virginia,,2021-02-24,474477
West Virginia,,2021-02-25,485535
West Virginia,,2021-02-26,501913
West Virginia,,2021-02-27,526059
West Virginia,,2021-02-28,532295
West Virginia,,2021-03-01,534053
West Virginia,,2021-03-02,536534
West Virginia,,2021-03-03,541453
West Virginia,,2021-03-04,553449
West Virginia,,2021-03-05,574473
West Virginia,,2021-03-06,594118
West Virginia,,2021-03-07,601440
West Virginia,,2021-03-08,602407
West Virginia,,2021-03-09,606345
West Virginia,,2021-03-10,611113
West Virginia,,2021-03-11,626149
Wisconsin,,2021-01-12,137253
Wisconsin,,2021-01-13,137253
Wisconsin,,2021-01-14,149955
Wisconsin,,2021-01-15,169803
Wisconsin,,2021-01-19,213498
Wisconsin,,2021-01-20,222492
Wisconsin,,2021-01-21,238758
Wisconsin,,2021-01-22,260821
Wisconsin,,2021-01-23,285630
Wisconsin,,2021-01-24,308290
Wisconsin,,2021-01-25,315876
Wisconsin,,2021-01-26,318096
Wisconsin,,2021-01-27,335519
Wisconsin,,2021-01-28,361917
Wisconsin,,2021-01-29,406869
Wisconsin,,2021-01-30,450251
Wisconsin,,2021-01-31,491058
Wisconsin,,2021-02-01,513385
Wisconsin,,2021-02-02,522034
Wisconsin,,2021-02-03,548172
Wisconsin,,2021-02-04,548912
Wisconsin,,2021-02-05,595152
Wisconsin,,2021-02-06,638241
Wisconsin,,2021-02-07,742527
Wisconsin,,2021-02-08,763252
Wisconsin,,2021-02-09,769314
Wisconsin,,2021-02-10,796703
Wisconsin,,2021-02-11,826275
Wisconsin,,2021-02-12,864476
Wisconsin,,2021-02-13,916129
Wisconsin,,2021-02-14,955412
Wisconsin,,2021-02-16,991691
Wisconsin,,2021-02-17,1012491
Wisconsin,,2021-02-18,1040145
Wisconsin,,2021-02-19,1137395
Wisconsin,,2021-02-20,1188631
Wisconsin,,2021-02-21,1230619
Wisconsin,,2021-02-22,1252322
Wisconsin,,2021-02-23,1259647
Wisconsin,,2021-02-24,1282723
Wisconsin,,2021-02-25,1314188
Wisconsin,,2021-02-26,1359943
Wisconsin,,2021-02-27,1421435
Wisconsin,,2021-02-28,1470570
Wisconsin,,2021-03-01,1500923
Wisconsin,,2021-03-02,1521200
Wisconsin,,2021-03-03,1553270
Wisconsin,,2021-03-04,1596290
Wisconsin,,2021-03-05,1656753
Wisconsin,,2021-03-06,1721352
Wisconsin,,2021-03-07,1770069
Wisconsin,,2021-03-08,1804918
Wisconsin,,2021-03-09,1812456
Wisconsin,,2021-03-10,1839822
Wisconsin,,2021-03-11,1881901
Wyoming,,2021-01-12,16467
Wyoming,,2021-01-13,17794
Wyoming,,2021-01-14,19776
Wyoming,,2021-01-15,22745
Wyoming,,2021-01-19,28057
Wyoming,,2021-01-20,29309
Wyoming,,2021-01-21,29309
Wyoming,,2021-01-22,34547
Wyoming,,2021-01-23,37559
Wyoming,,2021-01-24,40803
Wyoming,,2021-01-25,41156
Wyoming,,2021-01-26,41339
Wyoming,,2021-01-27,43425
Wyoming,,2021-01-28,43425
Wyoming,,2021-01-29,49166
Wyoming,,2021-01-30,49166
Wyoming,,2021-01-31,57023
Wyoming,,2021-02-01,58721
Wyoming,,2021-02-02,59018
Wyoming,,2021-02-03,60775
Wyoming,,2021-02-04,60775
Wyoming,,2021-02-05,67417
Wyoming,,2021-02-06,71858
Wyoming,,2021-02-07,71858
Wyoming,,2021-02-08,76457
Wyoming,,2021-02-09,76457
Wyoming,,2021-02-10,79515
Wyoming,,2021-02-11,79515
Wyoming,,2021-02-12,89138
Wyoming,,2021-02-13,89138
Wyoming,,2021-02-14,99099
Wyoming,,2021-02-16,100186
Wyoming,,2021-02-17,100186
Wyoming,,2021-02-18,105426
Wyoming,,2021-02-19,124310
Wyoming,,2021-02-20,129060
Wyoming,,2021-02-21,129470
Wyoming,,2021-02-22,135635
Wyoming,,2021-02-23,136163
Wyoming,,2021-02-24,136366
Wyoming,,2021-02-25,141545
Wyoming,,2021-02-26,145577
Wyoming,,2021-02-27,151584
Wyoming,,2021-02-28,156397
Wyoming,,2021-03-01,156741
Wyoming,,2021-03-02,156776
Wyoming,,2021-03-03,162918
Wyoming,,2021-03-04,163194
Wyoming,,2021-03-05,166712
Wyoming,,2021-03-06,177496
Wyoming,,2021-03-07,178035
Wyoming,,2021-03-08,185580
Wyoming,,2021-03-09,185813
Wyoming,,2021-03-10,190180
Wyoming,,2021-03-11,190570
